,participant,block_label,trial_block,f_cor,f_inc,cor_option,inc_option,times_seen,rt,accuracy,feedback_type
3656,16,1,67,57,49,4,3,31,1.518173846468926,1,0
3657,16,1,68,50,29,3,1,35,1.2944747833989825,1,0
3658,16,1,69,44,36,2,1,37,1.3701595773181907,1,0
3659,16,1,70,46,49,4,3,33,2.4394750684114115,0,0
3660,16,1,71,59,46,4,2,35,1.5053229417426337,1,0
3661,16,1,72,37,33,2,1,38,1.2027179105407413,0,0
3662,16,1,73,53,50,4,3,34,2.4587939216507952,0,0
3663,16,1,74,53,37,3,1,38,1.32208670102591,1,0
3664,16,1,75,55,45,4,3,36,1.1842807244611322,1,0
3665,16,1,76,48,58,4,3,37,1.1233019885803517,1,0
3666,16,1,77,57,34,4,2,38,1.251830833227359,1,0
3667,16,1,78,51,40,4,2,39,1.9811245403489008,1,0
3668,16,1,79,55,54,4,3,39,2.511744127423299,0,0
3669,16,1,80,50,46,4,3,40,3.462183373798325,0,0
3670,16,2,1,60,30,4,2,1,1.866499617535737,1,0
3671,16,2,2,48,42,4,2,2,1.2543819677048305,1,0
3672,16,2,3,44,41,2,1,2,2.910986774310004,0,0
3673,16,2,4,56,56,4,3,2,1.2731471762945148,1,0
3674,16,2,5,50,40,4,2,4,1.4733405764527558,1,0
3675,16,2,6,56,47,4,2,5,1.3819055820822543,1,0
3676,16,2,7,35,34,2,1,4,1.7932362509582165,1,0
3677,16,2,8,52,43,4,2,6,2.1500380417364795,0,0
3678,16,2,9,39,34,2,1,5,1.8183100048245249,1,0
3679,16,2,10,55,45,4,3,4,1.3632888540287242,1,0
3680,16,2,11,49,49,4,3,5,1.133217074782806,1,0
3681,16,2,12,41,38,2,1,6,1.4483125614187884,1,0
3682,16,2,13,52,51,4,3,6,1.0934614976322337,1,0
3683,16,2,14,58,36,4,2,10,1.4917886852381343,1,0
3684,16,2,15,50,43,3,1,5,1.7623113401241426,1,0
3685,16,2,16,37,36,2,1,8,1.328724634149694,1,0
3686,16,2,17,46,35,2,1,9,1.1505503849057277,1,0
3687,16,2,18,46,39,3,1,7,1.873554661486196,1,0
3688,16,2,19,42,36,2,1,11,1.2860571318942675,1,0
3689,16,2,20,54,40,4,2,12,1.485313910032346,1,0
3690,16,2,21,53,41,4,2,13,1.0796203813588363,1,0
3691,16,2,22,54,33,3,1,8,1.2422000787119032,1,0
3692,16,2,23,61,44,4,3,10,0.8858969777229504,0,0
3693,16,2,24,47,31,3,1,10,1.4132076676014549,1,0
3694,16,2,25,47,56,4,3,12,1.423263042306644,1,0
3695,16,2,26,48,55,4,3,13,1.3836856417965464,1,0
3696,16,2,27,39,39,2,1,14,3.1709871088169166,1,0
3697,16,2,28,56,48,4,3,14,2.5912027162048616,1,0
3698,16,2,29,37,44,2,1,15,1.304681369310856,1,0
3699,16,2,30,57,42,4,2,17,1.5029445225536615,1,0
3700,16,2,31,50,26,3,1,13,1.7910612671639683,1,0
3701,16,2,32,54,53,4,3,16,1.6058674727628386,1,0
3702,16,2,33,51,41,3,1,15,1.5979055028947189,1,0
3703,16,2,34,44,35,3,1,16,1.0878769229493628,1,0
3704,16,2,35,52,38,4,2,19,1.2427827367991997,1,0
3705,16,2,36,54,43,4,2,20,1.3364442564816272,1,0
3706,16,2,37,48,33,3,1,17,1.3694970469441614,1,0
3707,16,2,38,58,37,3,1,18,1.429295106594509,1,0
3708,16,2,39,47,30,3,1,19,1.0035276926428196,1,0
3709,16,2,40,39,42,2,1,20,1.408780899737394,1,0
3710,16,2,41,46,31,2,1,21,1.4049367899606295,1,0
3711,16,2,42,43,39,2,1,22,1.2723313867008983,1,0
3712,16,2,43,52,30,3,1,21,1.191417006039046,1,0
3713,16,2,44,62,52,4,3,21,1.2396564535956711,1,0
3714,16,2,45,43,46,3,1,23,1.296693458016307,1,0
3715,16,2,46,51,34,4,2,23,1.3050483039605751,1,0
3716,16,2,47,51,53,4,3,23,1.1690418431790022,1,0
3717,16,2,48,55,50,4,2,24,2.0258738420652658,1,0
3718,16,2,49,46,32,4,2,25,1.171966738995252,1,0
3719,16,2,50,60,46,4,3,25,1.4479435787634432,1,0
3720,16,2,51,38,33,2,1,26,1.30571288234205,1,0
3721,16,2,52,60,40,3,1,25,1.3021230668091448,1,0
3722,16,2,53,44,50,4,3,26,1.078493635986888,1,0
3723,16,2,54,40,37,3,1,27,1.3657440734932609,1,0
3724,16,2,55,50,28,3,1,28,1.2218944272699446,1,0
3725,16,2,56,59,49,4,3,28,1.1295040374752716,1,0
3726,16,2,57,45,40,2,1,28,1.1840653423569163,1,0
3727,16,2,58,57,52,4,3,29,1.1454286598836916,1,0
3728,16,2,59,54,45,4,3,30,0.9370200196117366,1,0
3729,16,2,60,57,57,4,3,31,0.983396121824626,1,0
3730,16,2,61,51,34,3,1,31,1.1921590673646278,1,0
3731,16,2,62,33,42,2,1,30,1.0028098660695832,1,0
3732,16,2,63,53,40,4,2,31,0.9934887019971942,1,0
3733,16,2,64,59,38,4,2,32,0.987957034170904,1,0
3734,16,2,65,49,48,4,3,34,1.109210332742805,1,0
3735,16,2,66,51,41,4,2,33,1.0422227433264195,1,0
3736,16,2,67,58,44,4,2,34,0.9190938113661103,1,0
3737,16,2,68,37,32,2,1,33,1.0698472903332004,1,0
3738,16,2,69,50,45,4,2,36,1.0713508690550952,1,0
3739,16,2,70,64,34,4,2,37,1.0289755491812684,1,0
3740,16,2,71,40,32,2,1,35,1.0251529434826807,1,0
3741,16,2,72,55,54,4,3,37,1.2032896459240874,1,0
3742,16,2,73,36,37,2,1,36,1.0109049564161978,1,0
3743,16,2,74,49,38,3,1,35,1.2434722326033807,1,0
3744,16,2,75,47,36,3,1,36,1.4339737793616223,1,0
3745,16,2,76,35,35,2,1,38,1.3043072666368971,1,0
3746,16,2,77,48,36,2,1,39,0.9351082047614908,1,0
3747,16,2,78,53,55,4,3,39,1.0132400261190924,1,0
3748,16,2,79,42,29,3,1,39,1.3594409895704302,1,0
3749,16,2,80,53,38,3,1,40,1.154540244539021,1,0
3750,16,3,1,37,35,2,1,1,1.4501554266898893,1,0
3751,16,3,2,50,37,2,1,2,1.5676042102932115,1,0
3752,16,3,3,33,38,2,1,3,1.079190299818947,1,0
3753,16,3,4,56,48,4,3,1,1.4277174582730368,1,0
3754,16,3,5,50,58,4,3,2,1.154600319421661,1,0
3755,16,3,6,52,34,3,1,3,1.6054049644371844,0,0
3756,16,3,7,62,41,4,2,3,1.9240769545576768,1,0
3757,16,3,8,43,37,2,1,5,2.1596015533450554,1,0
3758,16,3,9,45,32,3,1,5,2.67241917795036,0,0
3759,16,3,10,34,29,2,1,6,1.6758069234238064,1,0
3760,16,3,11,52,42,4,2,5,1.6093975547482842,1,0
3761,16,3,12,59,36,4,2,6,1.1597875806783122,1,0
3762,16,3,13,53,42,4,3,5,1.2989708421773685,1,0
3763,16,3,14,54,35,4,2,8,1.3616436214651912,1,0
3764,16,3,15,55,41,4,2,9,1.123472314524406,1,0
3765,16,3,16,55,52,4,3,7,1.3965406425359106,1,0
3766,16,3,17,34,36,2,1,9,1.3704954505228668,1,0
3767,16,3,18,48,44,4,3,8,1.6654467369608028,1,0
3768,16,3,19,57,51,4,3,9,1.0972049137162685,1,0
3769,16,3,20,55,39,3,1,9,1.433832466855165,1,0
3770,16,3,21,51,50,4,3,11,1.07573804211097,1,0
3771,16,3,22,49,30,3,1,10,1.2270038642491272,1,0
3772,16,3,23,53,38,3,1,11,0.9463166075984192,1,0
3773,16,3,24,47,43,4,2,12,1.5507873393562477,1,0
3774,16,3,25,45,33,3,1,12,1.243087548558833,1,0
3775,16,3,26,44,38,2,1,13,1.0801566179488873,1,0
3776,16,3,27,56,40,4,2,14,0.9365052871016816,1,0
3777,16,3,28,54,30,4,2,15,0.8919785355174099,1,0
3778,16,3,29,57,50,4,3,15,1.0588890857252409,1,0
3779,16,3,30,52,44,4,3,16,0.984252530228332,1,0
3780,16,3,31,60,42,4,2,17,0.9686282822312932,1,0
3781,16,3,32,38,28,2,1,15,1.0052176400331518,1,0
3782,16,3,33,52,34,3,1,15,1.0259584930354322,1,0
3783,16,3,34,48,41,3,1,16,1.0839519168839615,1,0
3784,16,3,35,48,42,2,1,17,0.91683144592389,1,0
3785,16,3,36,56,30,3,1,18,1.012334806875515,1,0
3786,16,3,37,55,51,4,3,19,0.9034425979389198,0,0
3787,16,3,38,49,43,4,3,20,1.2343504079126433,1,0
3788,16,3,39,58,53,4,3,21,0.9366991651295392,1,0
3789,16,3,40,49,38,4,2,20,0.9213500327841756,1,0
3790,16,3,41,49,32,3,1,20,1.3364357231184842,1,0
3791,16,3,42,56,48,4,3,23,1.0590426862745517,1,0
3792,16,3,43,54,36,3,1,22,1.9789147404299,1,0
3793,16,3,44,48,56,4,3,24,1.0617518586514052,1,0
3794,16,3,45,45,40,2,1,20,1.2078287128570082,1,0
3795,16,3,46,47,31,3,1,24,1.5075207949539615,1,0
3796,16,3,47,59,36,4,2,23,1.0782301257113431,1,0
3797,16,3,48,51,42,4,2,24,1.0286273879337386,1,0
3798,16,3,49,44,40,4,2,25,1.0340334446409545,1,0
3799,16,3,50,46,39,3,1,25,1.3677733074327991,1,0
3800,16,3,51,39,35,2,1,24,0.9508843466355756,1,0
3801,16,3,52,53,35,3,1,26,1.2276626399416273,1,0
3802,16,3,53,50,44,3,1,27,1.3392128210707597,1,0
3803,16,3,54,54,46,4,3,29,0.9806446239635987,1,0
3804,16,3,55,53,55,4,3,30,0.9413774965632912,1,0
3805,16,3,56,46,42,2,1,26,1.197255192295415,1,0
3806,16,3,57,54,38,4,2,28,0.9712879610960954,1,0
3807,16,3,58,47,33,2,1,27,1.0949271882200264,1,0
3808,16,3,59,51,47,4,3,31,1.0049404763722125,1,0
3809,16,3,60,37,36,2,1,28,0.935082946003604,1,0
3810,16,3,61,60,40,3,1,31,1.0700558457465377,1,0
3811,16,3,62,40,26,2,1,30,1.2719214439002826,1,0
3812,16,3,63,50,37,3,1,33,0.9913133768677652,1,0
3813,16,3,64,43,33,2,1,31,1.0402696269920853,1,0
3814,16,3,65,44,43,2,1,32,1.0006092821822676,1,0
3815,16,3,66,61,40,4,3,33,0.9917475544225454,1,0
3816,16,3,67,64,37,4,2,32,1.1243034641702252,1,0
3817,16,3,68,52,57,4,3,35,0.9543372870120947,1,0
3818,16,3,69,58,45,4,2,34,0.9342890018251636,1,0
3819,16,3,70,50,54,4,3,36,0.918470193129906,1,0
3820,16,3,71,47,46,3,1,36,1.4371744734999083,1,0
3821,16,3,72,60,32,4,2,35,1.0187160564128137,1,0
3822,16,3,73,53,46,4,2,36,0.9471221571529896,1,0
3823,16,3,74,39,34,2,1,36,1.0282952694105916,1,0
3824,16,3,75,46,35,4,2,38,1.074896652429743,1,0
3825,16,3,76,57,40,4,2,39,0.9012102699380192,1,0
3826,16,3,77,41,41,2,1,38,1.163667871920552,1,0
3827,16,3,78,49,36,3,1,38,1.231413224051721,1,0
3828,16,3,79,39,31,2,1,39,1.1235279520569748,1,0
3829,16,3,80,51,39,3,1,40,1.068283978063846,1,0
3830,17,1,1,55,40,4,2,1,3.5921164957217115,0,0
3831,17,1,2,48,43,4,2,2,2.237481683197984,0,0
3832,17,1,3,45,46,3,1,1,1.1418919495499722,1,0
3833,17,1,4,34,33,2,1,2,0.8891922584225541,0,0
3834,17,1,5,49,46,4,2,3,0.9166904177818652,0,0
3835,17,1,6,55,38,3,1,2,0.8107023036936879,0,0
3836,17,1,7,45,33,2,1,4,0.8332931128807104,0,0
3837,17,1,8,30,31,2,1,5,0.7936520181156084,0,0
3838,17,1,9,59,54,4,3,3,0.8867025726631255,0,0
3839,17,1,10,48,40,3,1,5,0.9712409550920712,1,0
3840,17,1,11,38,37,2,1,7,0.8588507919102994,1,0
3841,17,1,12,53,28,3,1,6,1.036104880829953,0,0
3842,17,1,13,64,43,4,3,5,0.961161721372264,0,0
3843,17,1,14,40,30,3,1,8,1.0290805809636367,1,0
3844,17,1,15,53,39,3,1,9,1.0574208098005329,1,0
3845,17,1,16,54,35,3,1,10,0.8151205231151835,1,0
3846,17,1,17,43,42,2,1,10,0.8762854188862548,1,0
3847,17,1,18,50,47,4,3,8,0.9312073269247776,1,0
3848,17,1,19,56,43,4,2,8,0.8009678166981757,0,0
3849,17,1,20,38,36,2,1,11,1.0258665857490996,1,0
3850,17,1,21,39,36,2,1,12,0.8748787839795114,1,0
3851,17,1,22,53,42,4,2,10,1.592332218424417,1,0
3852,17,1,23,51,41,4,2,11,1.1806834655035343,0,0
3853,17,1,24,53,39,3,1,13,0.7839004644520173,1,0
3854,17,1,25,42,36,3,1,14,0.8430661705515377,0,0
3855,17,1,26,56,48,4,3,11,0.8138118508904881,0,0
3856,17,1,27,50,42,3,1,15,1.0096740709832377,0,0
3857,17,1,28,54,36,4,2,12,0.7821200694816071,0,0
3858,17,1,29,56,44,4,2,13,0.8302545630303939,1,0
3859,17,1,30,37,32,2,1,17,0.7351502054661978,0,0
3860,17,1,31,59,37,4,2,15,0.7895454360823351,0,0
3861,17,1,32,40,35,2,1,18,0.7807359625785466,0,0
3862,17,1,33,40,40,2,1,19,0.9225845627879607,0,0
3863,17,1,34,50,33,4,2,17,0.8677933854360163,1,0
3864,17,1,35,46,31,3,1,18,0.7583356174218352,1,0
3865,17,1,36,48,38,2,1,21,0.7948890103289159,0,0
3866,17,1,37,51,39,3,1,19,0.947727521746856,0,0
3867,17,1,38,55,47,4,3,16,0.8192141344788979,0,0
3868,17,1,39,48,52,4,3,17,0.7639737623849214,0,0
3869,17,1,40,32,29,2,1,23,0.6842799247842777,1,0
3870,17,1,41,54,52,4,3,18,0.7788145969188918,0,0
3871,17,1,42,58,45,4,3,19,0.7481444263503363,1,0
3872,17,1,43,56,32,3,1,23,0.7969957200202771,0,0
3873,17,1,44,57,45,4,2,21,0.7504562774101942,1,0
3874,17,1,45,44,49,4,3,21,0.7460616099942854,0,0
3875,17,1,46,48,41,3,1,24,0.7221088805745239,1,0
3876,17,1,47,51,50,4,3,22,0.7234950354777538,1,0
3877,17,1,48,61,57,4,3,23,0.7269421613982558,0,0
3878,17,1,49,46,35,4,2,23,0.8185638943687081,0,0
3879,17,1,50,60,34,4,2,24,0.7128925376673578,1,0
3880,17,1,51,44,30,2,1,26,0.7318996875783341,1,0
3881,17,1,52,50,37,3,1,27,0.7143128259103833,0,0
3882,17,1,53,47,38,3,1,28,0.6926490782116161,0,0
3883,17,1,54,53,41,4,2,26,0.7123928255823557,0,0
3884,17,1,55,54,51,4,3,27,0.7502337280402571,1,0
3885,17,1,56,54,35,4,2,27,0.7477266342775692,1,0
3886,17,1,57,42,33,2,1,29,0.9407305285512848,1,0
3887,17,1,58,47,37,4,2,29,0.8273010051925667,1,0
3888,17,1,59,49,36,3,1,30,0.8035803824786854,0,0
3889,17,1,60,57,51,4,3,29,0.7204626296261267,0,0
3890,17,1,61,58,26,3,1,31,0.7508699734826223,0,0
3891,17,1,62,46,41,3,1,32,0.7765515565315582,0,0
3892,17,1,63,52,44,4,3,31,0.7466504100957536,1,0
3893,17,1,64,62,47,4,2,31,0.6783257051010878,0,0
3894,17,1,65,39,34,2,1,33,0.6835603939944122,0,0
3895,17,1,66,52,55,4,3,33,0.7321061942784581,0,0
3896,17,1,67,60,60,4,3,34,0.7655677893235406,1,0
3897,17,1,68,49,49,4,3,35,0.701167394332515,1,0
3898,17,1,69,42,44,2,1,34,0.7067720886225288,1,0
3899,17,1,70,53,38,4,2,34,0.6854206609787071,0,0
3900,17,1,71,58,56,4,3,36,0.7853490833658725,0,0
3901,17,1,72,44,35,3,1,37,0.7112118120476225,1,0
3902,17,1,73,40,34,2,1,36,0.6918790300805995,1,0
3903,17,1,74,52,52,4,3,38,0.6996279807372048,0,0
3904,17,1,75,50,43,2,1,37,0.7091194383556285,0,0
3905,17,1,76,55,50,4,3,39,0.7092505103792064,0,0
3906,17,1,77,51,41,4,2,38,0.8002875392485294,1,0
3907,17,1,78,57,39,4,2,39,0.7673816349670233,1,0
3908,17,1,79,46,37,2,1,39,0.78565082208479,1,0
3909,17,1,80,36,34,2,1,40,0.6844062181389745,1,0
3910,17,2,1,62,54,4,3,1,2.3765668482683395,0,0
3911,17,2,2,34,43,2,1,1,0.9275748569725693,0,0
3912,17,2,3,44,47,4,3,2,1.3569128715807892,0,0
3913,17,2,4,40,30,2,1,2,0.9964927994024038,0,0
3914,17,2,5,56,42,4,2,3,1.0184872991540033,0,0
3915,17,2,6,48,41,3,1,3,1.3969096357395756,0,0
3916,17,2,7,54,55,4,3,4,0.9763172652928916,1,0
3917,17,2,8,37,36,2,1,4,0.8590525199451804,0,0
3918,17,2,9,57,48,4,2,5,0.7199625762059441,0,0
3919,17,2,10,56,50,4,3,5,0.9425296968584008,1,0
3920,17,2,11,39,30,2,1,5,1.0531193263977912,1,0
3921,17,2,12,42,37,3,1,6,1.21609680488109,0,0
3922,17,2,13,54,38,3,1,7,1.23947541153575,0,0
3923,17,2,14,44,28,3,1,8,0.9488160339315072,1,0
3924,17,2,15,53,40,4,3,8,1.0625974720169324,1,0
3925,17,2,16,58,33,3,1,9,1.3176281288760947,0,0
3926,17,2,17,40,39,2,1,8,1.1869278185677103,1,0
3927,17,2,18,57,38,3,1,11,1.1614455742201244,0,0
3928,17,2,19,43,35,3,1,12,0.9852069521421072,1,0
3929,17,2,20,61,56,4,3,10,0.9751833557638748,1,0
3930,17,2,21,45,31,3,1,13,1.0730422737997287,1,0
3931,17,2,22,50,36,3,1,14,1.3048434866941534,1,0
3932,17,2,23,36,32,2,1,11,1.0262724311505735,1,0
3933,17,2,24,53,42,3,1,16,1.1949406199364605,1,0
3934,17,2,25,51,41,4,2,9,0.9374574826597382,1,0
3935,17,2,26,48,37,4,2,10,1.14865137470224,1,0
3936,17,2,27,54,51,4,3,14,0.9610135826787882,1,0
3937,17,2,28,58,49,4,3,15,1.093648570649748,1,0
3938,17,2,29,41,35,2,1,14,1.1325585292888718,1,0
3939,17,2,30,47,43,4,2,12,0.9413705286588084,1,0
3940,17,2,31,46,34,4,2,13,1.0305257865420572,1,0
3941,17,2,32,30,46,2,1,16,1.048008200192271,1,0
3942,17,2,33,60,45,4,2,15,1.0113373886015324,1,0
3943,17,2,34,60,39,4,2,16,1.0655247471840994,1,0
3944,17,2,35,53,49,4,3,18,1.0203431288045977,1,0
3945,17,2,36,57,40,4,2,17,0.9983493117179024,1,0
3946,17,2,37,50,38,2,1,18,1.0622066452833678,1,0
3947,17,2,38,49,55,4,3,19,1.08903067119536,1,0
3948,17,2,39,46,26,3,1,20,0.9545169842367612,1,0
3949,17,2,40,36,44,2,1,20,1.027096409958176,1,0
3950,17,2,41,58,42,4,2,20,1.6832941539487365,1,0
3951,17,2,42,35,34,2,1,21,1.3889449623802648,1,0
3952,17,2,43,53,32,3,1,22,1.3080288099026802,1,0
3953,17,2,44,35,39,2,1,23,1.4006329003750575,1,0
3954,17,2,45,47,33,2,1,24,1.5398433348000249,1,0
3955,17,2,46,46,37,2,1,25,1.0259898071017233,1,0
3956,17,2,47,50,48,4,3,22,1.314781067054355,1,0
3957,17,2,48,40,33,2,1,26,1.4769956654072305,1,0
3958,17,2,49,38,36,2,1,27,0.9878584299294744,1,0
3959,17,2,50,56,43,4,2,24,1.2437642656022945,1,0
3960,17,2,51,52,52,4,3,23,1.0808847498046816,1,0
3961,17,2,52,50,44,4,2,26,1.4253089152516625,1,0
3962,17,2,53,59,52,4,3,25,1.040376326891419,1,0
3963,17,2,54,51,45,4,3,26,1.46033961989815,1,0
3964,17,2,55,55,51,4,3,27,1.0503535019270205,1,0
3965,17,2,56,50,39,3,1,28,1.4081077603186714,1,0
3966,17,2,57,33,36,2,1,29,1.0508040620043175,1,0
3967,17,2,58,47,29,3,1,30,1.3829426146894548,1,0
3968,17,2,59,55,38,4,2,29,1.346175547079838,1,0
3969,17,2,60,60,40,3,1,31,1.1515260845280864,1,0
3970,17,2,61,41,34,2,1,32,1.0575877218270762,1,0
3971,17,2,62,53,44,4,3,30,1.1291533873754815,1,0
3972,17,2,63,54,32,4,2,31,0.9866692243922444,1,0
3973,17,2,64,51,40,3,1,33,1.0152381466014049,1,0
3974,17,2,65,49,44,4,2,32,1.2353602961684371,0,0
3975,17,2,66,53,31,3,1,34,1.1891423896122433,1,0
3976,17,2,67,59,37,4,2,33,1.0258536150795408,1,0
3977,17,2,68,46,42,3,1,35,1.2730919719415397,1,0
3978,17,2,69,45,35,2,1,36,1.3812362890657823,1,0
3979,17,2,70,48,43,4,2,34,1.232930685087922,1,0
3980,17,2,71,64,38,4,2,35,1.4872496618245348,1,0
3981,17,2,72,48,37,3,1,36,1.2205771469780302,1,0
3982,17,2,73,52,56,4,3,35,1.1060526260989718,1,0
3983,17,2,74,46,41,2,1,38,1.0225208358424425,1,0
3984,17,2,75,55,39,4,2,37,1.0619168532339245,1,0
3985,17,2,76,54,52,4,3,37,0.9575654327563824,1,0
3986,17,2,77,49,34,3,1,39,1.264996226558651,1,0
3987,17,2,78,57,50,4,3,38,1.1070223542647,1,0
3988,17,2,79,51,47,4,3,39,1.0897027566425097,1,0
3989,17,3,1,52,46,3,1,1,1.3578491490734452,1,0
3990,17,3,2,47,28,3,1,2,0.9667575409948768,1,0
3991,17,3,3,43,32,2,1,2,1.450550178227786,0,0
3992,17,3,4,34,44,2,1,3,1.3533039536305296,1,0
3993,17,3,5,56,42,4,2,2,1.4387356055449343,1,0
3994,17,3,6,56,34,3,1,4,0.9762626519495824,1,0
3995,17,3,7,47,41,3,1,5,1.0374753343949124,1,0
3996,17,3,8,34,36,2,1,5,1.4515758850684506,1,0
3997,17,3,9,55,40,3,1,6,1.166424604403801,1,0
3998,17,3,10,47,42,4,3,4,0.8839524495288059,0,0
3999,17,3,11,33,37,2,1,7,1.6489795667584983,0,0
4000,17,3,12,43,33,2,1,8,0.9640275565270712,0,0
4001,17,3,13,48,35,3,1,9,1.0272640046532615,1,0
4002,17,3,14,47,43,2,1,9,1.5896623086373438,1,0
4003,17,3,15,54,39,3,1,10,1.0066423478001525,1,0
4004,17,3,16,55,51,4,3,6,0.97900390041832,0,0
4005,17,3,17,49,33,3,1,12,0.8703950285471365,1,0
4006,17,3,18,54,35,4,2,6,1.4804281139931843,0,0
4007,17,3,19,46,55,4,3,8,1.034897925956102,0,0
4008,17,3,20,45,31,2,1,12,1.1333173134189565,0,0
4009,17,3,21,60,37,4,2,8,1.46084103864996,0,0
4010,17,3,22,61,50,4,3,9,0.9964648100649356,1,0
4011,17,3,23,53,54,4,3,10,0.9243615444229364,1,0
4012,17,3,24,57,37,4,2,10,1.1071172449483129,1,0
4013,17,3,25,52,46,4,3,12,1.081459896569868,1,0
4014,17,3,26,41,38,2,1,14,1.3664234438710992,0,0
4015,17,3,27,51,45,4,2,12,1.3709188046377676,1,0
4016,17,3,28,57,45,4,3,13,1.1523742980061795,0,0
4017,17,3,29,39,41,2,1,15,1.4383717441487534,1,0
4018,17,3,30,48,53,4,3,14,1.635480855122296,1,0
4019,17,3,31,40,34,2,1,16,1.4780022575778275,0,0
4020,17,3,32,41,33,2,1,17,1.2454975565651694,1,0
4021,17,3,33,59,36,4,2,15,1.5802708616993186,1,0
4022,17,3,34,44,38,2,1,19,1.4106131474109134,1,0
4023,17,3,35,53,39,3,1,19,1.0246517802079325,1,0
4024,17,3,36,53,41,4,2,17,0.9430089289398892,1,0
4025,17,3,37,54,39,4,2,18,1.1593869925345643,1,0
4026,17,3,38,48,49,4,3,17,0.8687750602712185,1,0
4027,17,3,39,59,38,4,2,19,0.8562778208033706,1,0
4028,17,3,40,62,42,4,2,20,0.8924161523045768,1,0
4029,17,3,41,44,32,4,2,21,0.7448273484496895,1,0
4030,17,3,42,42,29,2,1,23,1.2007460182594514,1,0
4031,17,3,43,57,44,4,3,20,0.8781296432007366,1,0
4032,17,3,44,51,32,3,1,21,0.8633198700081266,1,0
4033,17,3,45,50,40,4,2,23,0.9330839779122472,1,0
4034,17,3,46,60,58,4,3,22,1.729659516529864,1,0
4035,17,3,47,50,36,3,1,23,0.9357211196966092,1,0
4036,17,3,48,53,30,4,2,25,1.161289243525971,1,0
4037,17,3,49,58,43,4,2,26,0.9495833513956312,1,0
4038,17,3,50,52,42,3,1,24,1.02639189783622,1,0
4039,17,3,51,38,36,2,1,27,1.3802515422285069,1,0
4040,17,3,52,48,35,2,1,28,0.8760925655187748,1,0
4041,17,3,53,48,40,3,1,26,0.9511900076704478,1,0
4042,17,3,54,52,36,4,2,28,1.0017728856364556,1,0
4043,17,3,55,35,38,2,1,30,1.4491189673153713,1,0
4044,17,3,56,50,31,2,1,31,1.048080562872201,1,0
4045,17,3,57,40,34,3,1,28,0.8769199576618121,1,0
4046,17,3,58,56,46,4,2,30,0.9049290931070572,1,0
4047,17,3,59,52,51,4,3,27,0.9025738927066412,1,0
4048,17,3,60,64,50,4,3,28,0.8576871863788256,1,0
4049,17,3,61,40,37,2,1,33,1.1668441031415568,1,0
4050,17,3,62,46,35,3,1,30,0.8804237449257926,1,0
4051,17,3,63,50,45,4,3,29,0.7729016785760905,0,0
4052,17,3,64,52,42,3,1,32,0.9470960549697338,1,0
4053,17,3,65,50,30,3,1,33,0.8379103296701942,1,0
4054,17,3,66,44,37,3,1,34,0.8573973943293822,1,0
4055,17,3,67,51,57,4,3,32,0.9488327592680434,1,0
4056,17,3,68,54,39,4,2,33,0.8954748408268642,1,0
4057,17,3,69,55,43,4,3,33,1.0348265872762568,1,0
4058,17,3,70,49,53,4,3,34,1.2634554476298945,1,0
4059,17,3,71,55,49,4,3,35,0.8681852361696656,0,0
4060,17,3,72,44,30,2,1,36,1.645497624831478,1,0
4061,17,3,73,54,56,4,3,36,1.1405327599859447,1,0
4062,17,3,74,47,39,3,1,38,0.9694779681249202,1,0
4063,17,3,75,48,36,3,1,39,0.906335386682258,1,0
4064,17,3,76,49,46,4,2,37,0.9563024992094142,1,0
4065,17,3,77,58,37,4,2,38,0.8514056279727811,1,0
4066,17,3,78,38,26,2,1,39,1.1270463363489398,1,0
4067,17,3,79,56,40,4,2,39,0.8698526497882995,1,0
4068,17,3,80,51,60,4,3,40,1.468452773282479,1,0
4069,18,1,1,43,41,2,1,1,3.293850162152012,1,0
4070,18,1,2,57,38,4,2,1,2.209202553038267,1,0
4071,18,1,3,51,60,4,3,1,2.321422732189604,1,0
4072,18,1,4,45,32,3,1,2,1.5866558441230154,0,0
4073,18,1,5,49,44,3,1,3,2.8903640559565247,0,0
4074,18,1,6,59,56,4,3,3,3.2217274405084027,0,0
4075,18,1,7,53,54,4,3,4,2.8409546821894764,1,0
4076,18,1,8,53,46,4,2,4,1.5529454170373356,1,0
4077,18,1,9,37,40,2,1,4,2.1534955781953613,0,0
4078,18,1,10,58,35,3,1,5,2.3651714329898823,1,0
4079,18,1,11,47,36,3,1,6,1.8264131970427115,0,0
4080,18,1,12,50,31,3,1,7,2.646709358372392,0,0
4081,18,1,13,30,31,2,1,6,2.3455539789738395,0,0
4082,18,1,14,55,44,4,3,7,2.040704348280997,0,0
4083,18,1,15,57,36,3,1,9,2.78607783015832,0,0
4084,18,1,16,54,47,4,2,6,2.4616957374637423,1,0
4085,18,1,17,54,46,4,3,9,1.8154413765023487,0,0
4086,18,1,18,50,36,3,1,11,2.067810315573297,1,0
4087,18,1,19,52,46,3,1,12,1.918927516830081,1,0
4088,18,1,20,40,26,3,1,13,2.192373110165136,0,0
4089,18,1,21,35,41,2,1,10,2.264502317142614,1,0
4090,18,1,22,56,37,3,1,14,1.5218083023883082,1,0
4091,18,1,23,55,33,3,1,15,1.5399419801506156,0,0
4092,18,1,24,51,43,4,3,13,1.7635249089744318,1,0
4093,18,1,25,55,42,4,3,14,1.9827380877195533,0,0
