,participant,block_label,trial_block,f_cor,f_inc,cor_option,inc_option,times_seen,rt,accuracy,feedback_type
975,5,1,18,57,47,4,3,9,1.0808210513878294,1,0
976,5,1,19,49,49,4,3,10,1.074394470163497,0,0
977,5,1,20,54,41,3,1,11,0.851128798886748,1,0
978,5,1,21,52,38,4,2,10,1.5165765723331788,0,0
979,5,1,22,54,44,4,2,11,1.068259044334809,1,0
980,5,1,23,56,33,4,2,12,1.1719687327095016,1,0
981,5,1,24,44,37,2,1,11,1.681326835755499,1,0
982,5,1,25,48,60,4,3,13,1.0411286862481577,0,0
983,5,1,26,47,33,3,1,13,1.18465737358747,1,0
984,5,1,27,49,36,3,1,14,1.0605862634047298,1,0
985,5,1,28,41,42,2,1,13,1.789004156388728,1,0
986,5,1,29,57,35,3,1,15,1.3721351657350171,1,0
987,5,1,30,39,40,2,1,15,1.5928330034366809,0,0
988,5,1,31,47,40,4,3,16,1.7964093337659506,0,0
989,5,1,32,60,40,4,2,15,1.1719605407633935,1,0
990,5,1,33,50,53,4,3,17,1.0217987669075228,1,0
991,5,1,34,59,50,4,3,18,1.04286230670823,1,0
992,5,1,35,43,32,3,1,18,1.3271873262410736,1,0
993,5,1,36,56,44,4,3,20,1.4651973729796737,0,0
994,5,1,37,34,38,2,1,17,1.894518803415849,1,0
995,5,1,38,44,40,4,2,18,1.85644400617548,1,0
996,5,1,39,53,46,4,2,19,1.394655506505842,1,0
997,5,1,40,55,52,4,3,22,1.3600042598118307,1,0
998,5,1,41,36,39,2,1,19,1.9577490172223408,0,0
999,5,1,42,54,32,3,1,21,1.5203462325753208,0,0
1000,5,1,43,42,29,2,1,20,2.199173500967845,0,0
1001,5,1,44,51,48,4,3,23,1.596922490884026,1,0
1002,5,1,45,59,38,4,2,22,1.120567688168194,1,0
1003,5,1,46,56,41,3,1,23,1.895484428988312,1,0
1004,5,1,47,62,47,4,3,25,1.67691752110386,1,0
1005,5,1,48,52,45,4,2,24,1.088810928874409,1,0
1006,5,1,49,37,38,2,1,23,1.6612497427213384,1,0
1007,5,1,50,52,31,3,1,25,1.2449992439514972,1,0
1008,5,1,51,45,33,2,1,24,1.6204135771940855,0,0
1009,5,1,52,55,48,4,3,27,0.9840953378616176,1,0
1010,5,1,53,50,42,4,2,26,0.9249358382940044,0,0
1011,5,1,54,35,42,2,1,26,0.9913656894705128,1,0
1012,5,1,55,55,33,3,1,28,1.263618170690279,1,0
1013,5,1,56,40,38,2,1,27,2.3716296544334905,1,0
1014,5,1,57,53,30,4,2,28,1.062784094109702,1,0
1015,5,1,58,61,50,4,3,30,1.3111468143397358,1,0
1016,5,1,59,48,30,3,1,30,1.7572658289718674,1,0
1017,5,1,60,57,51,4,3,31,1.2991391289297098,1,0
1018,5,1,61,43,43,2,1,29,1.3777777095119743,1,0
1019,5,1,62,46,37,4,2,31,1.3687733961114643,1,0
1020,5,1,63,60,53,4,3,33,1.401457210567969,1,0
1021,5,1,64,53,43,4,2,32,1.378533416481332,1,0
1022,5,1,65,38,39,2,1,31,1.4355124932289982,0,0
1023,5,1,66,49,35,3,1,33,1.8299577398011024,1,0
1024,5,1,67,49,51,4,3,35,1.4888854073124094,1,0
1025,5,1,68,45,35,3,1,34,1.105289027195795,1,0
1026,5,1,69,57,55,4,3,36,1.1684929585107966,0,0
1027,5,1,70,58,48,4,2,35,1.5064516690581513,1,0
1028,5,1,71,34,37,2,1,34,1.8730852607441195,0,0
1029,5,1,72,51,39,4,2,36,1.1987918928416548,1,0
1030,5,1,73,43,44,2,1,35,1.4892642847908064,0,0
1031,5,1,74,46,28,3,1,37,1.7107140748212255,1,0
1032,5,1,75,52,39,3,1,38,1.3259899368777042,1,0
1033,5,1,76,36,36,2,1,37,1.7755550299061724,1,0
1034,5,1,77,58,41,4,2,38,1.1130973165572868,1,0
1035,5,1,78,35,36,2,1,39,1.675747096894156,1,0
1036,5,1,79,51,46,4,2,40,1.465781049094403,1,0
1037,5,1,80,45,31,3,1,40,1.5827603238139998,1,0
1038,5,2,1,42,33,2,1,1,1.3123684382089778,0,0
1039,5,2,2,33,42,2,1,2,1.10620481843398,1,0
1040,5,2,3,55,53,4,3,1,1.184792199356707,1,0
1041,5,2,4,51,35,4,2,2,1.2805362447506925,1,0
1042,5,2,5,42,41,3,1,2,1.7790226121587691,1,0
1043,5,2,6,57,52,4,3,3,0.9970061852600338,1,0
1044,5,2,7,43,32,2,1,4,1.379829109190723,1,0
1045,5,2,8,44,46,4,3,4,1.4115131649678003,1,0
1046,5,2,9,53,46,4,2,5,1.793385481892983,0,0
1047,5,2,10,55,47,4,3,5,1.2712220027460717,0,0
1048,5,2,11,50,36,3,1,5,1.3600482915189789,1,0
1049,5,2,12,52,36,3,1,6,1.380766745616711,1,0
1050,5,2,13,59,38,4,2,6,1.6982374005319798,1,0
1051,5,2,14,47,41,3,1,7,1.3537012404312918,1,0
1052,5,2,15,54,37,4,2,7,1.6280505183622154,1,0
1053,5,2,16,42,34,2,1,8,2.57035976635143,1,0
1054,5,2,17,54,54,4,3,9,2.078103373477461,1,0
1055,5,2,18,40,42,2,1,9,1.4422063366746445,1,0
1056,5,2,19,46,49,4,3,10,1.6947926874599943,0,0
1057,5,2,20,50,28,3,1,10,1.2941533061157315,1,0
1058,5,2,21,55,30,3,1,11,1.184481246758878,1,0
1059,5,2,22,43,38,2,1,11,1.3880705476694857,0,0
1060,5,2,23,55,35,3,1,13,1.4003366206925418,1,0
1061,5,2,24,48,49,4,3,12,1.1852857640706134,0,0
1062,5,2,25,57,60,4,3,13,1.2600516024294848,0,0
1063,5,2,26,39,44,2,1,12,1.4008728517901543,1,0
1064,5,2,27,47,29,2,1,13,2.517961011118132,0,0
1065,5,2,28,40,40,2,1,14,1.5405424501495872,1,0
1066,5,2,29,61,44,4,2,13,1.4444058740346009,1,0
1067,5,2,30,48,37,4,2,14,1.3649655067893036,1,0
1068,5,2,31,56,49,4,3,15,1.0496698133983955,0,0
1069,5,2,32,51,53,4,3,16,1.4093678992467176,0,0
1070,5,2,33,56,50,4,3,17,1.0921273014673716,0,0
1071,5,2,34,52,41,4,2,17,1.4468067967209208,1,0
1072,5,2,35,48,31,2,1,17,2.043114891694131,1,0
1073,5,2,36,43,38,3,1,18,1.097290957764926,1,0
1074,5,2,37,60,39,4,2,18,1.2463099552278436,1,0
1075,5,2,38,38,34,2,1,19,1.4965807160915574,1,0
1076,5,2,39,50,45,4,2,20,1.864062856797318,1,0
1077,5,2,40,56,40,3,1,20,1.1894220138738092,1,0
1078,5,2,41,47,32,4,2,21,1.2811448380334696,1,0
1079,5,2,42,62,44,4,2,22,1.113607606494952,1,0
1080,5,2,43,51,38,3,1,21,1.1403133487410742,1,0
1081,5,2,44,40,36,3,1,22,1.0440347789044608,1,0
1082,5,2,45,50,46,3,1,23,1.0046079693292995,1,0
1083,5,2,46,53,36,4,2,23,1.1758667334306665,1,0
1084,5,2,47,58,44,4,3,24,1.0367640859649327,0,0
1085,5,2,48,58,41,4,2,24,1.3525902078263243,1,0
1086,5,2,49,49,48,4,3,25,1.0436330322445428,0,0
1087,5,2,50,59,51,4,3,26,1.6323745002491703,1,0
1088,5,2,51,39,35,2,1,24,1.8079091185563807,1,0
1089,5,2,52,52,46,4,2,27,1.2590880248435496,1,0
1090,5,2,53,53,37,3,1,26,1.3766072853022706,1,0
1091,5,2,54,56,48,4,3,28,1.3669226990959942,1,0
1092,5,2,55,57,30,3,1,27,1.2448241411166237,1,0
1093,5,2,56,51,37,4,2,28,1.094980146479429,1,0
1094,5,2,57,45,32,3,1,28,1.1637982910915523,1,0
1095,5,2,58,55,46,4,3,31,1.0835892462964694,0,0
1096,5,2,59,49,40,4,2,30,1.3041683007886604,1,0
1097,5,2,60,54,50,4,2,31,1.2944178376883428,1,0
1098,5,2,61,34,37,2,1,29,1.6631352555050398,1,0
1099,5,2,62,45,33,2,1,30,1.3012113498043618,0,0
1100,5,2,63,38,37,2,1,31,1.855256856743836,0,0
1101,5,2,64,52,39,3,1,31,1.258543260469196,1,0
1102,5,2,65,64,45,4,3,33,1.2285395775070356,0,0
1103,5,2,66,30,31,2,1,32,1.2643434991969116,0,0
1104,5,2,67,54,43,3,1,33,1.6007925024587166,1,0
1105,5,2,68,54,48,4,3,35,1.0440730079835705,1,0
1106,5,2,69,52,42,4,2,35,1.3742336691011587,1,0
1107,5,2,70,50,34,4,2,36,1.6360980807976375,1,0
1108,5,2,71,60,51,4,3,37,1.3206409378135504,1,0
1109,5,2,72,58,26,3,1,35,1.0663895741117813,1,0
1110,5,2,73,57,41,4,2,37,1.100397411754784,1,0
1111,5,2,74,35,39,2,1,36,1.886906096752682,0,0
1112,5,2,75,47,34,3,1,37,1.0603077372588814,1,0
1113,5,2,76,43,35,2,1,37,1.8901774136456884,0,0
1114,5,2,77,36,39,2,1,38,1.223896109747329,0,0
1115,5,2,78,53,56,4,3,39,1.499027035809377,1,0
1116,5,2,79,40,33,2,1,39,1.3328493258886738,0,0
1117,5,2,80,44,36,3,1,40,1.7482758514761372,1,0
1118,5,3,1,41,40,2,1,1,1.3747876494135198,1,0
1119,5,3,2,57,31,3,1,1,1.5149958681877251,0,0
1120,5,3,3,39,30,2,1,2,1.470954262662417,1,0
1121,5,3,4,34,43,2,1,3,1.2396628741371387,1,0
1122,5,3,5,50,36,3,1,3,1.0700691229531003,1,0
1123,5,3,6,52,46,4,2,2,1.5330246335215634,1,0
1124,5,3,7,56,42,4,2,3,1.1636737052549506,1,0
1125,5,3,8,40,39,3,1,4,1.1047971691359637,1,0
1126,5,3,9,55,39,4,2,4,2.410912422299589,1,0
1127,5,3,10,52,39,4,2,5,2.2922288815916545,1,0
1128,5,3,11,43,34,2,1,7,1.933699854626866,0,0
1129,5,3,12,57,51,4,3,4,1.2635154300414797,0,0
1130,5,3,13,53,48,4,3,5,1.0470739906759263,1,0
1131,5,3,14,33,37,2,1,8,1.3974875303229055,1,0
1132,5,3,15,53,60,4,3,6,1.48416616405666,1,0
1133,5,3,16,53,33,3,1,8,1.0604340297513772,1,0
1134,5,3,17,41,37,2,1,10,1.2678701317236118,1,0
1135,5,3,18,50,36,3,1,9,1.140413017411447,1,0
1136,5,3,19,59,45,4,3,8,1.083470463087906,0,0
1137,5,3,20,60,32,4,2,10,1.11749400196004,1,0
1138,5,3,21,46,51,4,3,10,1.1797432302955713,1,0
1139,5,3,22,57,46,4,3,11,1.1095911638949474,0,0
1140,5,3,23,50,42,4,2,12,0.9973478576521302,1,0
1141,5,3,24,54,56,4,3,12,1.570931837210992,0,0
1142,5,3,25,54,28,3,1,12,1.2448821673970087,1,0
1143,5,3,26,60,40,4,2,13,1.5856292113858217,1,0
1144,5,3,27,49,43,4,3,14,1.3157155305980268,0,0
1145,5,3,28,57,50,4,3,15,1.4045394300528642,0,0
1146,5,3,29,49,46,4,2,15,1.1255869614269614,1,0
1147,5,3,30,44,42,3,1,14,1.1837299770932077,1,0
1148,5,3,31,56,30,3,1,15,1.0765574851002384,1,0
1149,5,3,32,55,35,4,2,16,1.4586199234263404,1,0
1150,5,3,33,46,35,3,1,16,1.517665759749434,1,0
1151,5,3,34,40,40,2,1,16,1.4059982790085996,0,0
1152,5,3,35,38,39,2,1,17,1.1037066163953568,0,0
1153,5,3,36,49,33,3,1,18,0.9510391312169304,0,0
1154,5,3,37,47,39,2,1,18,1.5440813705945402,1,0
1155,5,3,38,52,51,4,3,19,1.3436992163378818,1,0
1156,5,3,39,55,38,4,2,19,1.09822688753502,1,0
1157,5,3,40,44,34,2,1,20,1.7452468796363974,0,0
1158,5,3,41,51,53,4,3,21,1.73827655803143,1,0
1159,5,3,42,40,33,2,1,21,1.3234091327221904,0,0
1160,5,3,43,48,44,3,1,22,1.1220685208454595,1,0
1161,5,3,44,42,26,2,1,22,1.1947604316746947,1,0
1162,5,3,45,45,46,2,1,23,1.0180973728774916,1,0
1163,5,3,46,54,53,4,3,22,1.2794904063784998,1,0
1164,5,3,47,64,42,4,3,23,1.0057545003646735,1,0
1165,5,3,48,44,38,4,2,24,0.9605684117905184,1,0
1166,5,3,49,47,35,3,1,25,1.1535518739592592,1,0
1167,5,3,50,50,54,4,3,25,1.2427229071026886,1,0
1168,5,3,51,54,43,4,2,25,0.9159977431190782,1,0
1169,5,3,52,51,34,4,2,26,0.8766965433742371,1,0
1170,5,3,53,58,52,4,3,27,0.9436312231900956,1,0
1171,5,3,54,51,45,4,3,28,0.9678373980741526,1,0
1172,5,3,55,50,37,3,1,27,0.9719449760677892,1,0
1173,5,3,56,41,36,2,1,27,1.1974559230666273,0,0
1174,5,3,57,61,36,4,2,29,1.0504866186274742,1,0
1175,5,3,58,47,38,3,1,29,0.7748768050860235,1,0
1176,5,3,59,43,32,2,1,29,1.6222376503865237,1,0
1177,5,3,60,35,38,2,1,30,1.0387588246885568,1,0
1178,5,3,61,62,49,4,3,31,1.0443627980548629,1,0
1179,5,3,62,48,48,4,2,31,0.9420682682603,1,0
1180,5,3,63,54,52,4,3,32,1.1237564029443092,1,0
1181,5,3,64,48,42,3,1,32,1.923357523465711,1,0
1182,5,3,65,55,29,3,1,33,0.9651992503004294,1,0
1183,5,3,66,52,38,3,1,34,0.9212999798273812,1,0
1184,5,3,67,36,34,2,1,33,1.107317216363299,0,0
1185,5,3,68,58,37,4,2,33,1.0576443309864771,1,0
1186,5,3,69,48,40,4,2,34,1.0446457615043985,1,0
1187,5,3,70,47,31,3,1,35,0.9221283903134464,1,0
1188,5,3,71,56,44,4,2,35,0.8594060771265504,1,0
1189,5,3,72,59,37,4,2,36,0.8117617222469562,1,0
1190,5,3,73,45,36,2,1,36,1.732692723197033,1,0
1191,5,3,74,53,37,4,2,38,0.8332352006527799,1,0
1192,5,3,75,55,32,3,1,37,0.8914939275500728,1,0
1193,5,3,76,30,41,2,1,38,1.519858811820086,1,0
1194,5,3,77,50,41,2,1,39,1.0808964855532397,1,0
1195,5,3,78,56,49,4,3,38,1.0922177541988276,1,0
1196,5,3,79,58,35,3,1,39,0.8097058852645205,1,0
1197,5,3,80,47,44,4,3,40,0.9427891594614266,1,0
1198,6,1,1,51,44,4,2,1,2.1333330147554648,0,0
1199,6,1,2,34,40,2,1,1,1.0745868073961446,0,0
1200,6,1,3,40,30,2,1,2,1.184881524886464,0,0
1201,6,1,4,47,43,3,1,2,1.5641479789478585,0,0
1202,6,1,5,45,35,2,1,4,1.2832886243479606,1,0
1203,6,1,6,53,37,3,1,3,1.135470444453631,1,0
1204,6,1,7,55,44,4,3,2,1.2710374862571143,0,0
1205,6,1,8,56,35,3,1,5,1.0067440651509971,1,0
1206,6,1,9,56,44,4,3,4,1.2438028362756768,1,0
1207,6,1,10,42,33,2,1,6,1.181809183028804,1,0
1208,6,1,11,40,37,2,1,7,1.1024109401447504,1,0
1209,6,1,12,57,32,3,1,7,1.1448912460614338,1,0
1210,6,1,13,53,41,3,1,8,1.1632949185355983,1,0
1211,6,1,14,47,42,4,3,6,0.9498383274391244,1,0
1212,6,1,15,59,39,4,2,6,1.5402894575427126,1,0
1213,6,1,16,50,45,4,2,7,1.1730502268673035,1,0
1214,6,1,17,48,39,3,1,10,1.1867772905434322,1,0
1215,6,1,18,59,37,4,2,8,1.2040006321494727,1,0
1216,6,1,19,42,36,2,1,11,1.3769290029958938,1,0
1217,6,1,20,50,33,3,1,11,1.2157278234841442,1,0
1218,6,1,21,52,45,4,3,9,1.0855470226000534,1,0
1219,6,1,22,38,39,2,1,12,1.3737245651157082,1,0
1220,6,1,23,54,44,3,1,13,1.1221918928540615,0,0
1221,6,1,24,51,51,4,3,11,0.9212970532347526,1,0
1222,6,1,25,46,26,2,1,14,1.0017786883036024,0,0
1223,6,1,26,50,37,3,1,15,1.1305432969460298,1,0
1224,6,1,27,60,50,4,2,11,1.015828994701451,1,0
1225,6,1,28,55,38,4,2,12,1.0116596073232813,1,0
1226,6,1,29,51,41,4,2,13,1.2343035279878904,1,0
1227,6,1,30,52,52,4,3,14,1.119367700372095,0,0
1228,6,1,31,55,49,4,3,15,1.0852070545420247,1,0
1229,6,1,32,50,34,3,1,17,1.2015300610611348,1,0
1230,6,1,33,50,47,4,3,16,1.5492460457380732,1,0
1231,6,1,34,35,38,2,1,17,1.7211650937454124,1,0
1232,6,1,35,54,55,4,3,17,0.9477155750766996,1,0
1233,6,1,36,64,35,4,2,17,1.085184867871476,1,0
1234,6,1,37,54,48,4,3,19,1.1163223238522733,0,0
1235,6,1,38,44,44,4,2,18,0.913430683892102,1,0
1236,6,1,39,37,34,2,1,19,1.149864814910302,1,0
1237,6,1,40,57,43,4,2,20,0.9449473612709198,1,0
1238,6,1,41,49,38,3,1,21,0.9684133492758064,1,0
1239,6,1,42,53,53,4,3,21,1.229373991146531,1,0
1240,6,1,43,57,46,4,3,22,1.2630635968962451,1,0
1241,6,1,44,40,31,2,1,21,1.2620880660630291,1,0
1242,6,1,45,58,36,4,2,22,1.0868396521539123,1,0
1243,6,1,46,56,30,3,1,23,1.0067792224903087,1,0
1244,6,1,47,37,42,2,1,23,0.9743791742940856,1,0
1245,6,1,48,46,43,4,3,24,1.241683838580684,1,0
1246,6,1,49,51,28,3,1,25,1.1209900579823395,1,0
1247,6,1,50,41,39,2,1,25,1.6767794648369545,1,0
1248,6,1,51,48,42,3,1,27,1.1545212850382995,1,0
1249,6,1,52,32,32,2,1,26,1.8035882331457744,1,0
1250,6,1,53,51,36,3,1,28,1.0426434632777273,1,0
1251,6,1,54,43,36,2,1,28,0.9851639441345696,1,0
1252,6,1,55,60,34,4,2,26,0.991544830557018,1,0
1253,6,1,56,49,40,4,2,27,1.0355389500653018,1,0
1254,6,1,57,56,49,4,3,28,1.2479473063162914,0,0
1255,6,1,58,48,52,4,3,29,0.9835255438549666,1,0
1256,6,1,59,53,47,4,3,30,1.149467161509051,0,0
1257,6,1,60,52,34,3,1,31,0.9961101646695172,1,0
1258,6,1,61,61,46,4,3,31,1.2297678898803497,0,0
1259,6,1,62,48,60,4,3,32,1.3621192298016922,0,0
1260,6,1,63,50,40,3,1,33,0.98936609951852,1,0
1261,6,1,64,56,54,4,3,34,1.9100641126509568,0,0
1262,6,1,65,49,42,4,2,31,1.1655808282591806,1,0
1263,6,1,66,54,39,4,2,32,1.499300095880585,1,0
1264,6,1,67,48,36,2,1,32,1.4977122129428149,1,0
1265,6,1,68,57,30,4,2,33,1.1223233062098643,1,0
1266,6,1,69,53,46,4,2,34,1.0024654510874598,1,0
1267,6,1,70,52,38,4,2,35,1.0059415903474471,1,0
1268,6,1,71,45,33,3,1,35,1.2495638612589346,1,0
1269,6,1,72,33,35,2,1,35,1.4744165503004751,1,0
1270,6,1,73,41,46,2,1,36,1.6800989320702229,0,0
1271,6,1,74,58,55,4,3,38,1.175978184700284,0,0
1272,6,1,75,54,43,4,2,38,1.1067666955549385,1,0
1273,6,1,76,36,29,2,1,37,1.4018767192536643,0,0
1274,6,1,77,62,47,4,2,39,1.1816962016762318,1,0
1275,6,1,78,58,38,3,1,38,1.2190612853864875,1,0
1276,6,1,79,40,31,3,1,39,0.9494731007100654,1,0
1277,6,1,80,39,41,2,1,40,1.5384404545604866,1,0
1278,6,2,1,48,37,2,1,1,1.4571641953560857,0,0
1279,6,2,2,38,30,2,1,2,1.3076082871650672,0,0
1280,6,2,3,55,42,4,3,1,1.491397545198538,1,0
1281,6,2,4,46,37,4,2,2,1.2289469830735698,1,0
1282,6,2,5,53,42,4,2,3,1.0440408821830258,1,0
1283,6,2,6,60,37,4,2,4,0.8851003537238284,1,0
1284,6,2,7,48,50,4,3,3,0.8907811653599538,1,0
1285,6,2,8,50,35,3,1,3,0.9176635592813228,1,0
1286,6,2,9,57,42,4,2,6,1.3404722074404845,1,0
1287,6,2,10,54,43,4,2,7,1.176591902138398,1,0
1288,6,2,11,51,46,3,1,4,2.378634645953639,1,0
1289,6,2,12,50,33,3,1,5,1.0983453181175946,1,0
1290,6,2,13,58,55,4,3,7,1.2022229678459553,1,0
1291,6,2,14,50,44,3,1,6,1.354430012489388,1,0
1292,6,2,15,54,39,4,2,8,1.416437660405336,1,0
1293,6,2,16,51,38,4,2,9,1.119749311103874,1,0
1294,6,2,17,41,40,2,1,8,2.2096667664496863,1,0
1295,6,2,18,45,26,3,1,8,1.287376774378913,1,0
1296,6,2,19,54,33,3,1,9,1.0419515804929915,1,0
1297,6,2,20,57,39,4,2,11,0.8960752462635355,1,0
1298,6,2,21,44,36,3,1,10,1.466770682328843,1,0
1299,6,2,22,54,51,4,3,11,0.9963402233753412,1,0
1300,6,2,23,51,47,4,2,12,1.369026110980485,1,0
1301,6,2,24,64,45,4,2,13,1.1144876568724842,1,0
1302,6,2,25,46,38,3,1,11,1.4461377614742332,1,0
1303,6,2,26,38,34,2,1,13,1.5130322795575917,1,0
1304,6,2,27,50,49,4,3,14,1.2554593715983628,1,0
1305,6,2,28,57,32,3,1,13,1.124830058637713,1,0
1306,6,2,29,47,37,3,1,14,1.2530085978467014,1,0
1307,6,2,30,50,37,2,1,15,1.3741054931806502,1,0
1308,6,2,31,55,53,4,3,16,1.0376657984282929,1,0
1309,6,2,32,51,35,4,2,16,1.119817236448739,1,0
1310,6,2,33,61,42,4,2,17,0.8931206644259646,1,0
1311,6,2,34,50,49,4,3,18,0.9685474932988428,1,0
1312,6,2,35,60,56,4,3,19,0.8964630009963912,1,0
1313,6,2,36,30,29,2,1,17,1.4031099567974934,1,0
1314,6,2,37,44,41,2,1,18,1.752923435165599,1,0
1315,6,2,38,51,30,3,1,18,0.9300792200667728,1,0
1316,6,2,39,58,49,4,3,20,0.906875034773293,1,0
1317,6,2,40,48,38,3,1,20,1.268069933750667,1,0
1318,6,2,41,53,52,4,3,22,1.0655595631889128,1,0
1319,6,2,42,56,58,4,3,23,1.1016784386864629,1,0
1320,6,2,43,52,37,4,2,22,1.0497530964912585,1,0
1321,6,2,44,43,36,2,1,20,1.4325277751513568,1,0
1322,6,2,45,52,43,4,3,24,1.1661252550187555,1,0
1323,6,2,46,33,34,2,1,21,1.7179702132002603,1,0
1324,6,2,47,41,42,2,1,22,1.0802338270265182,1,0
1325,6,2,48,55,35,4,2,25,1.0861091986960218,1,0
1326,6,2,49,44,41,2,1,24,2.1225332262456504,1,0
1327,6,2,50,34,34,2,1,25,1.5828967394810434,1,0
1328,6,2,51,40,35,2,1,26,1.498090410340751,0,0
1329,6,2,52,44,40,3,1,25,1.365751358421562,1,0
1330,6,2,53,53,39,3,1,26,0.870986217981681,1,0
1331,6,2,54,54,40,4,2,27,1.268243331113581,1,0
1332,6,2,55,49,54,4,3,27,0.9208854051644266,1,0
1333,6,2,56,47,28,3,1,28,1.365974249126225,1,0
1334,6,2,57,52,31,3,1,29,1.2619088660325133,1,0
1335,6,2,58,47,47,4,3,29,0.8807910196550209,1,0
1336,6,2,59,40,39,2,1,29,1.665452998903902,1,0
1337,6,2,60,59,52,4,3,30,1.1251891413655812,1,0
1338,6,2,61,56,36,4,2,30,0.99380275094245,1,0
1339,6,2,62,52,48,4,3,32,1.1059410100804143,1,0
1340,6,2,63,59,55,4,3,33,0.9004862976830736,1,0
1341,6,2,64,46,42,3,1,32,1.3865102312979616,1,0
1342,6,2,65,46,33,2,1,31,1.1078067383989492,1,0
1343,6,2,66,48,36,3,1,34,1.4443966198437008,1,0
1344,6,2,67,53,39,4,2,33,0.7943537995697625,1,0
1345,6,2,68,45,39,2,1,33,2.133740566825054,1,0
1346,6,2,69,62,56,4,3,35,1.2639056663733754,0,0
1347,6,2,70,49,60,4,3,36,2.1473744464851734,0,0
1348,6,2,71,48,34,4,2,35,1.1883317228084709,1,0
1349,6,2,72,56,36,4,2,36,1.039102129340108,1,0
1350,6,2,73,46,31,2,1,35,1.465371215423147,1,0
1351,6,2,74,40,43,3,1,37,1.4367043305310292,1,0
1352,6,2,75,32,32,2,1,37,1.3291116081682048,1,0
1353,6,2,76,44,41,4,2,38,0.9414917020146732,1,0
1354,6,2,77,57,53,4,3,39,1.3126200853537284,1,0
1355,6,2,78,43,36,2,1,38,1.5531116463978378,1,0
1356,6,2,79,45,35,3,1,39,1.4974176422258552,1,0
1357,6,2,80,40,38,2,1,40,1.4292861319313488,1,0
1358,6,3,1,49,50,4,2,1,1.48221021563063,1,0
1359,6,3,2,57,40,4,2,2,1.1352994364242477,0,0
1360,6,3,3,52,53,4,3,2,1.4803598473149575,1,0
1361,6,3,4,43,43,2,1,2,1.2766507138815086,0,0
1362,6,3,5,36,33,2,1,3,1.3756087254373597,1,0
1363,6,3,6,55,44,4,3,3,1.51879057387373,0,0
1364,6,3,7,33,38,2,1,4,0.931272180270298,1,0
1365,6,3,8,49,35,3,1,3,0.8935244618282923,0,0
1366,6,3,9,46,56,4,3,4,1.075506700886535,1,0
1367,6,3,10,60,45,4,3,5,0.8920420509084579,0,0
1368,6,3,11,51,41,4,2,6,1.048783709658892,1,0
1369,6,3,12,58,60,4,3,7,1.083997369002191,0,0
1370,6,3,13,53,49,4,3,8,0.9959719246458008,0,0
1371,6,3,14,60,30,4,2,8,1.602458897486258,1,0
1372,6,3,15,43,31,2,1,6,1.3506156118385206,1,0
1373,6,3,16,50,36,3,1,7,1.132373526591664,1,0
1374,6,3,17,55,52,4,3,10,1.4878995606015906,1,0
1375,6,3,18,48,43,4,3,11,0.9808785034033464,1,0
1376,6,3,19,37,33,2,1,8,2.018478765820418,0,0
1377,6,3,20,58,45,4,2,11,1.161893062296258,1,0
1378,6,3,21,44,57,4,3,12,1.0913711942607731,0,0
1379,6,3,22,34,39,2,1,9,1.7054746804010392,1,0
1380,6,3,23,57,42,4,2,13,1.0333643150274838,1,0
1381,6,3,24,50,42,4,2,14,1.0222143184580543,0,0
1382,6,3,25,48,42,3,1,10,1.208965667663506,1,0
1383,6,3,26,57,55,4,3,15,1.0878967616677069,1,0
1384,6,3,27,48,38,4,2,16,1.2283588656400752,1,0
1385,6,3,28,54,38,4,2,17,0.8456043256499015,1,0
1386,6,3,29,47,35,3,1,12,1.1075804343604432,1,0
1387,6,3,30,40,30,2,1,13,1.8472468219301843,0,0
1388,6,3,31,46,38,2,1,14,0.9178226206418004,1,0
1389,6,3,32,47,37,3,1,14,1.316539958022986,1,0
1390,6,3,33,51,33,3,1,15,1.083478883580483,1,0
1391,6,3,34,48,29,3,1,16,1.1371494634067858,1,0
1392,6,3,35,39,41,2,1,17,1.4581786381957045,0,0
1393,6,3,36,56,44,4,2,19,1.0312968586745228,1,0
1394,6,3,37,53,52,4,3,19,1.3636228033917632,0,0
1395,6,3,38,56,50,4,3,20,0.8780050565128477,1,0
1396,6,3,39,54,54,4,3,21,1.0467008933037505,1,0
1397,6,3,40,35,32,2,1,18,1.880946667681428,0,0
1398,6,3,41,48,40,3,1,19,1.3492816809439323,1,0
1399,6,3,42,59,44,4,2,22,1.5291640369773631,1,0
1400,6,3,43,39,36,2,1,20,2.581678179273013,1,0
1401,6,3,44,54,40,4,2,24,1.1038295217203995,1,0
1402,6,3,45,41,30,2,1,22,1.6909454832548363,0,0
1403,6,3,46,56,39,3,1,21,1.3432305225780965,1,0
1404,6,3,47,51,32,3,1,22,1.0491188990495175,1,0
1405,6,3,48,40,34,3,1,23,2.7444184310472792,1,0
1406,6,3,49,40,46,2,1,24,2.4915938118986105,1,0
1407,6,3,50,55,26,3,1,25,1.1042640391278835,1,0
1408,6,3,51,45,37,3,1,26,1.0371524330073498,1,0
1409,6,3,52,49,41,3,1,27,0.8868589033572789,1,0
1410,6,3,53,34,36,2,1,27,1.3000228352038905,1,0
1411,6,3,54,51,32,4,2,26,1.086903822831573,1,0
1412,6,3,55,45,42,2,1,28,1.3410227782012498,1,0
1413,6,3,56,55,53,4,3,27,0.9886701207331045,1,0
1414,6,3,57,58,34,3,1,29,1.2318633355712336,1,0
